url,headline,datetime,fact_check_details,organization,caa
https://www.indiatoday.in/fact-check/story/images-fake-notes-telangana-virla-link-rss-gujarat-1636876-2020-01-14,Fact Check: Images of fake notes from Telangana go viral linking them to RSS and Gujarat,"UPDATED: Jan 14, 2020 22:20 IST","ConclusionImages are from Telangana. No proof of RSS connection with Ketan Dave, also linked to fake notes.
",India Today,No
https://www.indiatoday.in/fact-check/story/viral-post-china-whistleblower-doctor-tea-cures-coronavirus-1659303-2020-03-24,Fact Check: Viral post claims China's whistleblower doctor suggested tea cures Covid-19,"UPDATED: Mar 24, 2020 22:21 IST","ConclusionNo scientific proof as of yet, CNN didn’t publish this news.",India Today,No
https://www.indiatoday.in/fact-check/story/bogus-info-spraying-chemicals-kill-coronavirus-viral-truth-1657189-2020-03-18,Fact Check: Bogus info about govt spraying chemicals to kill coronavirus goes viral,"UPDATED: Mar 19, 2020 00:37 IST",ConclusionThere is no such action plan by the government.,India Today,No
https://www.indiatoday.in/fact-check/story/false-coronavirus-quote-attributed-us-president-donald-trump-1657927-2020-03-20,Fact check: False coronavirus quote attributed to US President Donald Trump,"UPDATED: Mar 20, 2020 19:53 IST",ConclusionThe quote has been on the internet for over a decade attributing it to different people at different times.,India Today,No
https://www.indiatoday.in/fact-check/story/old-pictures-kanika-kapoor-prince-charles-viral-coronavirus-royal-1659755-2020-03-25,Fact Check: Old pictures of Kanika Kapoor with Prince Charles go viral after coronavirus hits royal family,"UPDATED: Mar 26, 2020 00:29 IST",ConclusionViral pictures of Kanika Kapoor meeting Prince Charles are old.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-visuals-croatia-earthquake-passed-corona-crisis-italy-1659743-2020-03-25,Fact Check: Visuals from Croatia earthquake passed off as corona crisis in Italy,"UPDATED: Mar 25, 2020 23:36 IST",ConclusionThe images are from Croatia after it was hit by an earthquake on March 22.,India Today,No
https://www.indiatoday.in/fact-check/story/coronavirus-home-remedies-hairdryer-hot-air-application-true-false-1656975-2020-03-18,Fact Check: Do not trust this viral remedy of using hairdryer to cure coronavirus,"UPDATED: Mar 18, 2020 16:34 IST",ConclusionThere is no proven evidence that hot air application through a hairdryer will cure coronavirus.,India Today,No
https://www.indiatoday.in/fact-check/story/do-not-believe-this-home-remedy-cure-covid-19-1660728-2020-03-28,Fact Check: Don't believe this home remedy to cure Covid-19,"UPDATED: Mar 28, 2020 16:58 IST",ConclusionThere is no scientific proof of the claim; WHO does not mention this remedy.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-viral-video-police-lathi-charge-not-delhi-1650859-2020-02-28,Fact Check: This viral video of police lathi-charge is not from Delhi ,"UPDATED: Feb 28, 2020 05:59 IST","ConclusionThis incident happened in Bulandshahr, Uttar Pradesh, in December last year.",India Today,Yes
https://www.indiatoday.in/fact-check/story/coronavirus-fact-check-claims-on-alcohol-and-covid-19-1654812-2020-03-12,"Fact Check: No, this US hospital did not say alcohol can keep Covid-19 at bay","UPDATED: Mar 12, 2020 15:33 IST",ConclusionSaint Luke's Hospital hasn't released any such advisory.,India Today,No
https://www.indiatoday.in/fact-check/story/did-policeman-get-beaten-up-while-enforcing-corona-lockdown-1660775-2020-03-28,Fact Check: Did a policeman get beaten up while enforcing corona lockdown?,"UPDATED: Mar 28, 2020 20:25 IST",ConclusionThe photos are three years old and have nothing to do with the coronavirus lockdown.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-bangla-second-language-london-viral-social-media-1627457-2019-12-11,"Fact Check: No, Bangla has not been declared the second language of London","UPDATED: Dec 13, 2019 14:45 IST",ConclusionThe British government has made no such announcement,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-is-amit-shah-touching-feet-swami-nithyananda-1626737-2019-12-09,Fact Check: Is this Amit Shah touching the feet of Swami Nithyananda?,"UPDATED: Dec 9, 2019 16:55 IST","ConclusionThe man touching the feet of Nithyananda is the High Commissioner of Mauritius in India, Jagdishwar Goburdhun. ",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-will-tata-group-not-hire-from-jnu-anymore-1639916-2020-01-24,Fact Check: Will Tata Group not hire from JNU anymore?,"UPDATED: Jan 24, 2020 20:40 IST",ConclusionTata Group has not made any such announcement,India Today,No
https://www.indiatoday.in/fact-check/story/panic-buying-germany-viral-video-shopping-ration-aldi-store-1657875-2020-03-20,Fact check: Panic buying in Germany? This video is 9 years old,"UPDATED: Mar 20, 2020 20:57 IST",ConclusionThe video is 9 years old and has nothing to do with Covid-19.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-photo-eid-procession-bangladesh-passed-cab-protest-mumbai-1628331-2019-12-14,Fact Check: Photo of Eid procession in Bangladesh passed off as CAB protest in Mumbai,"UPDATED: Dec 15, 2019 11:57 IST",ConclusionImage is from Eid procession in Bangladesh,India Today,Yes
https://www.indiatoday.in/fact-check/story/fact-check-world-not-going-to-end-on-april-29-1654963-2020-03-12,Fact Check: World is not going to end on April 29,"UPDATED: Mar 15, 2020 14:02 IST",ConclusionThe world will not end as this asteroid will fly past Earth at an approximate distance of 3.9 million miles. ,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-is-this-baby-dalai-lama-with-mahatma-gandhi-1644794-2020-02-09,Fact Check: Is this baby Dalai Lama with Mahatma Gandhi?,"UPDATED: Feb 9, 2020 22:32 IST",ConclusionViral photo is morphed.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-photoshopped-image-of-floating-rock-flies-around-internet-1626456-2019-12-08,Fact Check: Photoshopped image of 'floating rock' flies around Internet,"UPDATED: Dec 8, 2019 20:07 IST",ConclusionIt is a photoshopped image.,India Today,No
https://www.indiatoday.in/fact-check/story/who-never-asked-people-avoid-bakery-items-due-to-coronavirus-1661076-2020-03-29,Fact Check: WHO never asked people to avoid bakery items due to coronavirus,"UPDATED: Mar 29, 2020 20:45 IST","ConclusionWHO has not issued any such advisory. Till now, there is no evidence that bakery items get easily contaminated by coronavirus.",India Today,No
https://www.indiatoday.in/fact-check/story/viral-video-mass-graves-dead-bodies-italy-tv-series-pandemic-1660116-2020-03-26,Fact Check: This viral video of mass graves is not from Italy but from a TV series,"UPDATED: Mar 26, 2020 21:03 IST",ConclusionThe viral video is part of a TV series called Pandemic.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-false-claim-saying-modi-pays-tribute-godse-resurfaces-1637965-2020-01-18,Fact Check: False claim saying Modi pays tribute to Godse resurfaces,"UPDATED: Jan 18, 2020 11:50 IST",ConclusionModi is not paying tribute to Godse but Deen Dayal Upadhyaya.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-now-laxmi-faces-the-chhapaak-of-fake-news-1635400-2020-01-09,Fact Check: Now Laxmi faces the 'Chhapaak' of fake news,"UPDATED: Jan 9, 2020 20:32 IST",ConclusionLaxmi Agarwal has not made any such statement.,India Today,No
https://www.indiatoday.in/fact-check/story/social-media-users-give-misleading-twist-pm-modi-janta-curfew-1658195-2020-03-21,Fact Check: Social media users give misleading twist to PM Modi's concept of 'Janta curfew',"UPDATED: Mar 21, 2020 17:10 IST",ConclusionThere is no scientific proof to the claim as yet.,India Today,No
https://www.indiatoday.in/fact-check/story/indira-gandhi-enter-jnu-police-sitaram-yechury-apologise-jnu-emergency-1635860-2020-01-10,Fact Check: Did Indira Gandhi enter JNU with police and force Sitaram Yechury to apologise?,"UPDATED: Jan 11, 2020 16:58 IST",ConclusionIndira Gandhi did not enter JNU with police and beat Sitaram Yechury. She did not force Yechury to resign or read an apology for protesting against Emergency.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-co-workers-prank-goes-viral-with-deadly-claim-1637636-2020-01-17,Fact Check: Co-workers prank goes viral with deadly claim,"UPDATED: Jan 17, 2020 10:20 IST","ConclusionThe man in the viral image didn’t suffer a heart attack, he actually has fallen asleep.",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-women-day-picture-maharashtra-goes-viral-misleading-claim-1653748-2020-03-08,Fact Check: Women's Day picture from Maharashtra goes viral with misleading claim,"UPDATED: Mar 15, 2020 12:43 IST",ConclusionThe 14-year-old girl was made DSP for a day in Maharashtra's Buldhana district as part of International Women's Day celebrations.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-did-balotelli-make-a-snide-remark-about-messi-1633449-2020-01-02,Fact Check: Did Balotelli make a snide remark about Messi?  ,"UPDATED: Jan 2, 2020 19:04 IST",ConclusionBalotelli never said this.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-are-these-siblings-from-one-mother-half-true-1638648-2020-01-20,Fact Check: Are these 69 siblings from one mother? It's half true,"UPDATED: Jan 21, 2020 00:28 IST",ConclusionThe image is of a man who had multiple wives and children,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-republican-congressman-targets-obama-on-iran-with-morphed-image-1634796-2020-01-07,Fact Check: Republican Congressman targets Obama on Iran with morphed image,"UPDATED: Jan 7, 2020 21:29 IST","ConclusionThe viral image is morphed.

 ",India Today,No
https://www.indiatoday.in/fact-check/story/disgusting-video-woman-mixing-urine-food-goes-viral-with-communal-spin-1651746-2020-03-02,Fact Check: Disgusting video of woman mixing urine in food goes viral with communal spin,"UPDATED: Mar 2, 2020 22:39 IST",ConclusionThe incident is nine years old and the maid was not a Muslim.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-no-india-has-not-developed-any-treatment-for-coronavirus-1648091-2020-02-19,"Fact Check: No, India has not developed any treatment for coronavirus","UPDATED: Feb 19, 2020 19:43 IST","ConclusionThe headline of the viral article is misleading. So far, India has not claimed any such discovery.",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-truth-behind-mother-fox-feeding-koalas-during-australia-bushfires-1640381-2020-01-26,Fact Check: Truth behind mother fox feeding koalas during Australia bushfires,"UPDATED: Jan 26, 2020 22:44 IST",ConclusionSix-year-old video has no relation with Australian bushfires. Mother fox is feeding her kits and not koalas.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-bullied-australian-kid-quaden-bayles-did-not-commit-suicide-1654081-2020-03-09,Fact Check: Bullied Australian kid Quaden Bayles did not commit suicide,"UPDATED: Mar 9, 2020 21:57 IST",ConclusionThis is a hoax,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-amanatullah-khan-tweet-doctored-to-give-it-communal-twist-1646234-2020-02-13,Fact Check: Amanatullah Khan's tweet doctored to give it communal twist,"UPDATED: Feb 13, 2020 20:52 IST",ConclusionAmanatullah Khan's tweet was doctored,India Today,Yes
https://www.indiatoday.in/fact-check/story/fact-check-did-a-woman-throw-dirty-water-at-arvind-kejriwal-1642646-2020-02-02,Fact Check: Did a woman throw dirty water at Arvind Kejriwal?,"UPDATED: Feb 2, 2020 22:34 IST",Conclusion Viral photo is of Kejriwal campaigning for the Bawana by-election in August 2017. No incident of anyone throwing water on him that time was reported.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-has-saamana-changed-masthead-to-green-with-secular-tagline-1625247-2019-12-04,Fact Check: Has Saamana changed masthead to green with 'secular' tagline?,"UPDATED: Dec 5, 2019 00:08 IST",Conclusion‘Saamana’ masthead and tagline remain the same. Masthead is still saffron and tagline says it speaks of “burning Hindutva issues”.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-were-these-animals-rescued-from-the-australian-bush-fires-1634808-2020-01-07,Fact Check: Were these animals rescued from the Australian bush fires?,"UPDATED: Jan 7, 2020 22:40 IST",ConclusionMost of the images are old and not from Australia.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-this-post-on-biryani-is-too-sour-to-consume-1651710-2020-03-02,Fact Check: This post on biryani is too sour to consume,"UPDATED: Mar 2, 2020 20:17 IST",ConclusionImages used in the viral post are unrelated and the post is false,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-taliban-suicide-bomber-passed-off-as-delhi-riot-accused-1652145-2020-03-03,Fact Check: Taliban suicide bomber passed off as Delhi riot accused,"UPDATED: Mar 3, 2020 22:15 IST",ConclusionViral image is 10 years old and of a Taliban suicide bomber caught in Afghanistan. The NIA and UP police raids are two years old.,India Today,Yes
https://www.indiatoday.in/fact-check/story/fact-check-br-ambedkar-great-grandson-mistakes-cattle-breed-for-caste-1649304-2020-02-23,Fact Check: BR Ambedkar's great-grandson mistakes cattle breed for caste,"UPDATED: Feb 23, 2020 22:41 IST",Conclusion'Brahman Pies' has nothing to do with the Indian caste 'Brahmin'. The name 'Brahman Pies' comes after cattle breed 'Brahman'.,India Today,No
https://www.indiatoday.in/fact-check/story/no-olympics-did-not-redesign-its-logo-on-social-distancing-theme-1659321-2020-03-24,"Fact Check: No, Olympics did not redesign its logo on social distancing theme","UPDATED: Mar 24, 2020 23:32 IST",ConclusionThe Tokyo Olympics logo has not been redesigned.,India Today,No
https://www.indiatoday.in/fact-check/story/no-us-health-body-has-not-recommended-shaving-facial-hair-prevent-coronavirus-1660754-2020-03-28,"Fact Check: No, US health body has not recommended shaving facial hair to prevent coronavirus","UPDATED: Mar 28, 2020 18:32 IST",ConclusionNo such recommendations have been made by CDC so far.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-fake-aap-candidates-list-goes-viral-with-communal-spin-1636245-2020-01-12,Fact Check: Fake AAP candidates list goes viral with communal spin,"UPDATED: Jan 12, 2020 18:52 IST","ConclusionThe viral list is fake, as AAP is yet to make any announcement.",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-video-of-little-girl-crying-goes-viral-with-misleading-claim-1628768-2019-12-16,Fact Check: Video of little girl crying goes viral with misleading claim,"UPDATED: Dec 17, 2019 13:08 IST",ConclusionThe video is almost two years old and the girl has been reunited with her family,India Today,No
https://www.indiatoday.in/fact-check/story/popular-story-about-historic-pic-of-gandhi-is-far-from-truth-1645863-2020-02-12,Fact Check: Popular story about this historic pic of Gandhi is far from truth,"UPDATED: Feb 13, 2020 11:41 IST",ConclusionThe picture was taken in 1937 at Mumbai's Juhu beach.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-european-kid-was-not-beaten-up-my-muslim-refugee-1634220-2020-01-05,Fact Check: This European kid was not beaten up by a Muslim immigrant for having blue eyes,"UPDATED: Jan 5, 2020 05:55 IST","ConclusionThe child seen in the picture was attacked by a Rottweiler at her home in Cardiff, UK, back in 2008.",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-did-former-european-commission-prez-say-indian-voters-are-foolish-1632701-2019-12-30,Fact Check: Did former European Commission prez say Indian voters are foolish?,"UPDATED: Dec 30, 2019 05:52 IST",ConclusionThe former EC president never made this statement.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-did-this-sfi-worker-fake-injuries-after-violence-at-jnu-1634821-2020-01-07,Fact Check: Did this SFI worker fake injuries after violence at JNU?,"UPDATED: Jan 7, 2020 23:40 IST",ConclusionMedical reports confirm Soori Krishnan’s physical injuries,India Today,Yes
https://www.indiatoday.in/fact-check/story/fact-check-did-police-publicly-kill-coronavirus-infected-woman-in-china-1645123-2020-02-10,Fact Check: Did police publicly kill coronavirus-infected woman in China?,"UPDATED: Feb 10, 2020 21:49 IST",ConclusionThe woman in the viral video was taken into custody for violating traffic restrictions in China’s Heilongjiang province.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-no-this-is-not-a-fingerprint-shaped-village-in-germany-1648749-2020-02-21,"Fact Check: No, this is not a fingerprint shaped village in Germany","UPDATED: Feb 21, 2020 16:31 IST",Conclusion The viral photo is a digital artwork of an artist.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-did-rahul-gandhi-salute-the-tricolour-with-his-left-hand-1640694-2020-01-27,Fact Check: Did Rahul Gandhi salute the Tricolour with his left hand?,"UPDATED: Jan 27, 2020 19:22 IST","ConclusionThe viral image is inverted laterally. In the original picture, Rahul Gandhi was seen saluting with his right hand.",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-fake-names-hyderabad-rape-accused-go-viral-with-communal-twist-1626427-2019-12-08,Fact Check: Fake names of Hyderabad rape accused go viral with communal twist,"UPDATED: Dec 8, 2019 19:02 IST","ConclusionThe names of the accused were Mohammad Areef, Jollu Shiva, Jollu Naveen and Chintakunta Chennakeshavulu.
",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-no-this-picture-is-not-about-brutality-of-delhi-police-1650966-2020-02-28,"Fact Check: No, this picture is not about brutality of Delhi Police","UPDATED: Feb 28, 2020 19:43 IST","ConclusionThis is a 10-year-old picture from Dhaka, Bangladesh.",India Today,Yes
https://www.indiatoday.in/fact-check/story/fact-check-delhi-govt-advert-for-riot-victims-morphed-with-communal-twist-1652132-2020-03-03,Fact Check: Delhi govt advert for riot victims morphed with communal twist,"UPDATED: Mar 3, 2020 21:05 IST",ConclusionViral image is morphed. The original advertisement does not include the name of any religion.,India Today,Yes
https://www.indiatoday.in/fact-check/story/finland-prime-minister-sanna-marin-four-day-six-hours-week-work-truth-1637564-2020-01-16,Fact Check: News about four-day working week in Finland is too good to be true ,"UPDATED: Jan 16, 2020 23:35 IST",ConclusionSix hours work shifts and four day working week is not one of Finnish government agendas.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-is-the-chinese-govt-burning-pigs-alive-to-contain-coronavirus-1642960-2020-02-03,Fact Check: Is the Chinese govt burning pigs alive to contain coronavirus?,"UPDATED: Feb 3, 2020 20:34 IST",ConclusionViral video is around a year old and has nothing to do with coronavirus in China,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-false-message-of-assam-lockdown-goes-viral-amid-covid-19-scare-1658824-2020-03-23,Fact Check: False message of Assam lockdown goes viral amid Covid-19 scare,"UPDATED: Mar 23, 2020 20:11 IST",ConclusionNo such decision has been taken by the Assam government so far,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-old-picture-of-kejriwal-imran-khan-meet-linked-to-delhi-election-1645816-2020-02-12,Fact Check: Old picture of Kejriwal-Imran Khan meet linked to Delhi election,"UPDATED: Feb 12, 2020 18:51 IST",ConclusionThe viral image is four years old and has no relation with Delhi election.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-pm-modi-s-image-photoshopped-along-with-starving-woman-from-africa-1624569-2019-12-02,Fact Check: PM Modi's image photoshopped along with starving woman from Africa,"UPDATED: Dec 2, 2019 23:37 IST","ConclusionPM Modi's image is photoshopped. The image of the woman with a child is from Africa.
",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-mainstream-media-fall-for-crazy-satire-story-on-viagra-filled-river-1627512-2019-12-11,Fact Check: Mainstream media fall for crazy satire story on viagra-filled river,"UPDATED: Dec 11, 2019 23:35 IST","ConclusionThis is a satirical article.

 ",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-truth-behind-viral-post-showing-chinese-biz-tycoon-jack-ma-struggle-1627178-2019-12-10,Fact Check: Truth behind viral post showing Chinese biz tycoon Jack Ma’s struggle,"UPDATED: Dec 10, 2019 21:53 IST",ConclusionThe boy encircled in the photo is reportedly a lookalike of Jack Ma.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-this-viral-video-is-not-of-kobe-bryant-s-chopper-crash-1641047-2020-01-28,Fact Check: This viral video is not of Kobe Bryant’s chopper crash,"UPDATED: Jan 28, 2020 22:31 IST",ConclusionThe viral video is from UAE and more than a year old,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-rpf-constable-s-death-in-accident-linked-to-anti-caa-violence-1629074-2019-12-17,Fact Check: RPF constable’s death in accident linked to anti-CAA violence,"UPDATED: Dec 17, 2019 20:45 IST","ConclusionRPF constable Dharmendra Meena was killed in a road accident

",India Today,Yes
https://www.indiatoday.in/fact-check/story/fact-check-no-akbaruddin-owaisi-is-not-pleading-for-help-because-of-amit-shah-1635132-2020-01-08,"Fact Check: No, Akbaruddin Owaisi is not pleading for help because of Amit Shah","UPDATED: Jan 8, 2020 23:06 IST",ConclusionThe video of him praying is from 2014; Amit Shah became Union Home minister in 2019,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-before-us-president-s-visit-a-sensational-trump-lookalike-video-goes-viral-1648457-2020-02-20,"Fact Check: Before US president’s visit, a sensational Trump lookalike video goes viral","UPDATED: Feb 20, 2020 06:18 IST","ConclusionThe man seen in the viral video is a Trump impersonator. 

",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-police-did-not-fix-timings-for-grocery-and-medical-stores-in-mumbai-1659252-2020-03-24,Fact Check: Police did not fix timings for grocery and medical stores in Mumbai,"UPDATED: Mar 24, 2020 19:40 IST",ConclusionIt is a hoax. The Mumbai Police commissioner has not issued any such order,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-truth-behind-video-people-rioting-on-london-streets-fearing-coronavirus-lockdown-1658310-2020-03-21,Fact Check: Truth behind video of people rioting on London streets fearing coronavirus lockdown,"UPDATED: Mar 22, 2020 00:09 IST",ConclusionThe video is almost nine years old and from the London riots in 2011.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-this-is-not-the-bike-accident-video-of-tamil-actor-ajith-kumar-1649088-2020-02-22,Fact Check: This is not the bike accident video of Tamil actor Ajith Kumar,"UPDATED: Feb 22, 2020 20:37 IST",ConclusionThe video is seven years old and has no connection to Ajith Kumar.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-no-lawyers-are-not-exempted-at-toll-plazas-on-the-national-highways-1627802-2019-12-12,"Fact check: No, lawyers are not exempted  at Toll plazas on the national highways","UPDATED: Dec 12, 2019 19:36 IST",ConclusionThere is no exemption as yet to lawyers.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-this-is-not-netaji-subhash-chandra-bose-s-wife-emilie-schenkl-1647624-2020-02-18,Fact Check: This is not Netaji Subhash Chandra Bose’s wife Emilie Schenkl,"UPDATED: Feb 18, 2020 15:51 IST",ConclusionThe viral photo is of French-born right-wing thinker Maximine Portaz who later changed her name to Savitri Devi,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-clip-of-video-game-passed-off-as-us-shooting-down-iranian-missiles-1638664-2020-01-21,Fact Check: Clip of video game passed off as US shooting down Iranian missiles,"UPDATED: Jan 21, 2020 08:08 IST",ConclusionThis is a clip from a video game,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-photoshopped-image-passed-off-as-live-suicide-from-dubai-s-burj-khalifa-1627818-2019-12-12,Fact Check: Photoshopped image passed off as live suicide from Dubai’s Burj Khalifa,"UPDATED: Dec 13, 2019 11:02 IST",ConclusionThe viral image is photoshopped. The picture is not of Burj Khalifa but it is Egypt’s Cairo Tower.,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-no-gargling-with-warm-salt-water-can-t-save-you-from-coronavirus-1656600-2020-03-17,"Fact Check: No, gargling with warm salt water can't save you from coronavirus","UPDATED: Mar 17, 2020 20:49 IST","ConclusionAt present, there is no study or evidence to support the claim",India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-no-jio-has-not-offered-rs-498-free-recharge-amid-coronavirus-lockdown-1660265-2020-03-27,"Fact check: No, Jio has not offered Rs 498 free recharge amid coronavirus lockdown","UPDATED: Mar 27, 2020 06:09 IST",ConclusionJio officially denied the claim on their official Twitter handle,India Today,No
https://www.indiatoday.in/fact-check/story/fact-check-actor-tom-hanks-taken-ill-covid-19-but-this-is-a-hoax-1655821-2020-03-15,"Fact Check: Actor Tom Hanks is taken ill by COVID-19, but this is a hoax","UPDATED: Mar 15, 2020 22:39 IST",ConclusionThis is a hoax.,India Today,No
